,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33061,38,blue-collar,single,secondary,no,13156,yes,no,cellular,17,apr,291,4,331,1,failure,0
44334,77,retired,married,secondary,no,4112,no,no,telephone,29,jul,426,1,184,3,success,1
12558,29,services,single,secondary,no,695,no,no,unknown,3,jul,97,1,-1,0,unknown,0
36104,34,technician,married,secondary,no,1075,yes,no,cellular,11,may,460,1,-1,0,unknown,0
20072,46,blue-collar,married,secondary,no,438,no,no,cellular,8,aug,262,5,-1,0,unknown,0
42982,58,management,married,secondary,no,2155,no,yes,cellular,10,feb,135,2,92,5,success,1
7251,41,blue-collar,single,unknown,no,961,yes,no,unknown,29,may,117,1,-1,0,unknown,0
45029,40,housemaid,married,primary,no,979,no,no,cellular,15,oct,106,4,-1,0,unknown,0
8658,57,retired,married,unknown,no,316,yes,no,unknown,3,jun,72,8,-1,0,unknown,0
30594,31,services,single,secondary,no,13,no,yes,cellular,6,feb,1019,2,-1,0,unknown,1
35893,28,services,single,secondary,no,430,yes,no,cellular,8,may,158,2,350,2,failure,0
24740,53,technician,married,secondary,no,530,no,no,cellular,18,nov,244,1,-1,0,unknown,0
44042,19,student,single,secondary,no,424,no,no,cellular,30,jun,121,3,195,2,other,0
27054,34,technician,married,secondary,no,6107,no,no,cellular,21,nov,114,3,-1,0,unknown,0
40145,28,admin.,married,tertiary,no,153,yes,no,cellular,5,jun,77,1,-1,0,unknown,0
2305,25,admin.,single,secondary,no,1,yes,yes,unknown,12,may,24,12,-1,0,unknown,0
857,38,services,married,secondary,no,208,yes,no,unknown,7,may,800,1,-1,0,unknown,0
35134,39,self-employed,married,secondary,no,1304,yes,yes,cellular,7,may,183,3,-1,0,unknown,0
23367,32,technician,single,secondary,no,5118,yes,no,cellular,27,aug,263,12,-1,0,unknown,0
34330,55,technician,single,secondary,no,1199,no,yes,telephone,4,may,159,10,-1,0,unknown,0
42754,54,admin.,married,secondary,no,0,no,no,cellular,27,jan,565,1,-1,0,unknown,1
29647,37,unemployed,married,secondary,no,80,no,no,cellular,3,feb,248,2,-1,0,unknown,0
8708,33,management,married,tertiary,no,982,no,no,unknown,4,jun,735,17,-1,0,unknown,0
22517,50,management,married,tertiary,yes,72,no,no,cellular,22,aug,171,13,-1,0,unknown,0
35615,26,technician,married,secondary,no,518,yes,no,cellular,7,may,189,3,-1,0,unknown,0
37300,35,blue-collar,divorced,secondary,no,0,yes,no,cellular,13,may,404,2,-1,0,unknown,0
585,35,blue-collar,married,primary,no,0,yes,no,unknown,6,may,154,2,-1,0,unknown,0
14508,41,blue-collar,married,secondary,no,514,no,yes,telephone,15,jul,321,3,-1,0,unknown,0
43628,30,management,married,tertiary,no,451,no,no,cellular,5,may,173,1,274,3,failure,0
34173,26,self-employed,single,tertiary,no,553,no,no,cellular,30,apr,347,3,-1,0,unknown,0
2865,41,blue-collar,married,secondary,no,2823,yes,no,unknown,14,may,858,1,-1,0,unknown,1
20404,30,housemaid,single,tertiary,no,3362,no,no,cellular,12,aug,101,2,-1,0,unknown,0
27010,38,management,single,tertiary,no,8669,yes,no,telephone,21,nov,228,6,-1,0,unknown,0
13748,44,management,divorced,tertiary,no,-710,yes,no,cellular,10,jul,183,1,-1,0,unknown,0
42751,50,blue-collar,married,unknown,no,51,no,no,telephone,27,jan,199,3,-1,0,unknown,0
14977,38,admin.,married,secondary,no,0,yes,no,telephone,16,jul,264,5,-1,0,unknown,0
8317,39,blue-collar,married,primary,no,592,yes,no,unknown,2,jun,222,2,-1,0,unknown,0
22864,30,technician,single,secondary,no,276,no,yes,cellular,25,aug,159,5,-1,0,unknown,0
16510,28,services,single,secondary,yes,-7,no,yes,cellular,23,jul,293,5,-1,0,unknown,0
28864,35,blue-collar,married,secondary,no,210,yes,no,cellular,30,jan,626,3,-1,0,unknown,0
5653,31,services,single,secondary,no,31,yes,yes,unknown,26,may,501,2,-1,0,unknown,0
28616,41,management,single,tertiary,no,869,no,no,cellular,29,jan,524,2,-1,0,unknown,0
43307,60,retired,married,secondary,no,8332,no,no,cellular,16,mar,279,1,194,7,other,1
13478,30,services,single,primary,no,6,yes,yes,cellular,9,jul,102,1,-1,0,unknown,0
18686,37,admin.,married,secondary,no,-426,yes,yes,cellular,31,jul,56,30,-1,0,unknown,0
14314,28,management,single,secondary,no,62,no,no,cellular,14,jul,467,3,-1,0,unknown,0
8615,27,admin.,single,secondary,no,295,yes,no,unknown,3,jun,148,13,-1,0,unknown,0
42930,46,blue-collar,married,secondary,no,1144,yes,no,cellular,8,feb,376,2,129,3,other,1
30442,30,technician,single,secondary,no,728,yes,no,cellular,5,feb,393,1,261,1,other,0
34530,23,unemployed,single,secondary,no,-503,yes,no,cellular,5,may,92,1,342,4,other,0
19189,31,self-employed,single,tertiary,no,84,no,no,cellular,6,aug,157,4,-1,0,unknown,0
8993,38,management,married,secondary,no,1574,no,no,unknown,5,jun,636,1,-1,0,unknown,0
18332,46,blue-collar,married,secondary,no,870,no,yes,cellular,31,jul,87,2,-1,0,unknown,0
967,29,services,single,secondary,no,703,yes,no,unknown,7,may,129,5,-1,0,unknown,0
2908,42,self-employed,married,primary,no,3641,yes,no,unknown,14,may,869,1,-1,0,unknown,0
40334,30,management,single,tertiary,no,8535,no,no,cellular,18,jun,393,2,-1,0,unknown,1
747,31,entrepreneur,married,tertiary,no,281,yes,no,unknown,6,may,206,2,-1,0,unknown,0
40565,39,services,married,secondary,no,972,yes,no,telephone,10,jul,123,4,-1,0,unknown,0
39523,37,unemployed,married,tertiary,no,7620,no,no,telephone,25,may,100,3,-1,0,unknown,0
25615,54,unemployed,married,primary,no,6427,yes,no,telephone,19,nov,53,1,-1,0,unknown,0
41837,74,retired,married,primary,no,279,no,no,telephone,15,oct,227,1,-1,0,unknown,0
20211,36,management,married,tertiary,no,-2,no,no,cellular,11,aug,242,2,-1,0,unknown,0
44325,53,technician,married,tertiary,no,2557,no,no,cellular,29,jul,95,4,182,7,success,0
15381,39,admin.,married,secondary,no,-234,no,yes,cellular,18,jul,75,1,-1,0,unknown,0
2417,28,blue-collar,married,unknown,no,52,yes,no,unknown,13,may,226,1,-1,0,unknown,0
40,44,services,divorced,secondary,no,2586,yes,no,unknown,5,may,160,1,-1,0,unknown,0
25911,30,admin.,single,unknown,no,0,yes,no,cellular,19,nov,1206,2,-1,0,unknown,0
15757,45,blue-collar,single,primary,no,695,yes,no,cellular,21,jul,167,1,-1,0,unknown,0
17512,36,management,single,tertiary,no,8,no,no,cellular,29,jul,858,7,-1,0,unknown,0
39597,60,retired,married,tertiary,no,846,no,no,telephone,26,may,1346,1,-1,0,unknown,1
41380,43,unemployed,married,unknown,no,970,yes,no,telephone,1,sep,513,13,288,11,failure,0
10077,53,self-employed,married,tertiary,no,1128,no,no,unknown,11,jun,29,1,-1,0,unknown,0
30450,36,management,married,tertiary,no,190,yes,no,cellular,5,feb,217,1,-1,0,unknown,0
16781,33,management,married,tertiary,no,7,yes,no,telephone,24,jul,780,1,-1,0,unknown,0
43811,28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414,1,failure,1
4086,43,technician,married,secondary,no,674,yes,yes,unknown,19,may,412,1,-1,0,unknown,0
18795,49,services,married,secondary,no,199,yes,no,cellular,31,jul,28,25,-1,0,unknown,0
6663,28,services,married,secondary,no,1214,no,no,unknown,28,may,582,1,-1,0,unknown,0
32212,40,technician,married,secondary,no,158,yes,no,cellular,16,apr,208,1,-1,0,unknown,0
44138,57,retired,married,secondary,no,1044,no,no,telephone,12,jul,567,1,182,3,success,1
19730,33,technician,divorced,secondary,no,801,no,no,cellular,7,aug,341,5,-1,0,unknown,1
32864,51,blue-collar,married,primary,no,1126,yes,no,cellular,17,apr,326,3,-1,0,unknown,0
43652,51,technician,married,tertiary,no,0,no,no,cellular,7,may,662,2,66,2,success,1
22691,46,admin.,married,secondary,no,1083,no,no,cellular,25,aug,67,9,-1,0,unknown,0
4702,27,admin.,single,secondary,no,-215,yes,no,unknown,20,may,89,3,-1,0,unknown,0
5260,34,blue-collar,married,primary,no,2490,yes,no,unknown,23,may,192,1,-1,0,unknown,0
1126,46,technician,married,secondary,no,1571,yes,no,unknown,7,may,489,2,-1,0,unknown,0
43578,29,management,single,tertiary,no,2955,no,no,cellular,29,apr,226,2,-1,0,unknown,1
36783,42,admin.,single,secondary,no,470,yes,no,telephone,12,may,207,4,-1,0,unknown,0
4672,30,management,single,tertiary,no,1724,yes,no,unknown,20,may,73,1,-1,0,unknown,0
21433,30,technician,single,tertiary,no,2832,no,no,cellular,18,aug,350,6,-1,0,unknown,0
41547,56,admin.,single,secondary,no,2815,yes,no,cellular,11,sep,212,1,-1,0,unknown,1
14857,37,technician,married,secondary,no,2707,yes,no,telephone,16,jul,109,1,-1,0,unknown,0
26403,32,services,married,secondary,no,11512,yes,no,cellular,20,nov,301,1,183,1,failure,0
44684,22,student,single,secondary,no,249,no,no,unknown,5,sep,11,1,-1,0,unknown,0
19174,48,management,married,tertiary,no,770,no,yes,cellular,5,aug,263,2,-1,0,unknown,0
71,31,services,married,secondary,no,25,yes,yes,unknown,5,may,172,1,-1,0,unknown,0
24238,52,management,married,tertiary,no,1701,yes,yes,cellular,17,nov,381,1,117,2,other,0
26214,49,management,married,tertiary,no,852,yes,no,cellular,20,nov,408,1,-1,0,unknown,0
12101,38,technician,single,secondary,no,455,yes,no,unknown,20,jun,36,5,-1,0,unknown,0
26066,35,self-employed,single,secondary,no,951,yes,no,cellular,19,nov,220,2,-1,0,unknown,0
27121,46,self-employed,married,primary,no,3155,yes,no,cellular,21,nov,271,1,-1,0,unknown,0
43360,33,management,single,tertiary,no,4176,no,no,cellular,26,mar,288,3,-1,0,unknown,1
38594,40,blue-collar,married,secondary,no,5,yes,no,cellular,15,may,364,2,-1,0,unknown,0
18875,40,management,married,tertiary,no,9221,no,no,cellular,4,aug,252,1,-1,0,unknown,0
20883,32,technician,married,secondary,no,199,no,yes,cellular,13,aug,363,1,-1,0,unknown,0
32871,28,management,single,tertiary,no,175,yes,no,cellular,17,apr,219,1,-1,0,unknown,0
31872,28,management,single,tertiary,no,781,no,no,cellular,9,apr,125,6,-1,0,unknown,0
16621,29,entrepreneur,divorced,tertiary,no,444,no,no,cellular,24,jul,54,2,-1,0,unknown,0
28904,26,services,single,secondary,no,110,no,no,cellular,30,jan,1136,2,-1,0,unknown,1
20894,35,technician,single,tertiary,no,354,yes,no,cellular,13,aug,274,1,-1,0,unknown,0
7142,38,retired,single,secondary,no,44,no,no,unknown,29,may,148,1,-1,0,unknown,0
38013,55,blue-collar,married,primary,no,-219,yes,no,telephone,14,may,427,2,364,4,failure,0
17146,44,services,married,secondary,no,908,yes,yes,cellular,28,jul,102,7,-1,0,unknown,0
6365,37,blue-collar,divorced,secondary,no,-333,yes,no,unknown,27,may,345,1,-1,0,unknown,0
21707,31,technician,married,secondary,no,1072,no,no,cellular,19,aug,141,3,-1,0,unknown,0
27365,54,retired,married,primary,no,235,no,yes,cellular,21,nov,353,2,113,5,failure,0
38699,39,technician,single,secondary,no,-529,yes,no,cellular,15,may,22,8,175,5,failure,0
29512,59,unemployed,divorced,secondary,no,44134,no,no,cellular,3,feb,117,1,-1,0,unknown,0
3916,35,admin.,single,primary,no,8,yes,no,unknown,16,may,148,18,-1,0,unknown,0
13047,29,blue-collar,single,primary,no,170,yes,no,cellular,8,jul,216,1,-1,0,unknown,0
27091,30,technician,married,secondary,no,455,yes,no,cellular,21,nov,758,1,-1,0,unknown,1
18267,38,unemployed,married,primary,no,311,no,no,telephone,31,jul,80,11,-1,0,unknown,0
17702,27,admin.,single,secondary,no,-242,no,yes,cellular,29,jul,20,21,-1,0,unknown,0
43463,32,management,single,tertiary,no,2016,no,no,cellular,13,apr,232,1,348,1,success,1
40669,46,management,married,secondary,no,5127,no,no,cellular,6,aug,472,1,-1,0,unknown,0
15821,59,management,married,tertiary,no,1889,no,no,cellular,21,jul,256,1,-1,0,unknown,0
3563,36,management,married,tertiary,no,900,yes,no,unknown,15,may,475,2,-1,0,unknown,0
26726,34,management,married,tertiary,no,1433,no,no,cellular,20,nov,111,3,104,3,failure,0
1480,43,technician,married,secondary,no,1824,yes,no,unknown,8,may,296,1,-1,0,unknown,0
18841,45,technician,married,secondary,no,2433,no,no,cellular,4,aug,81,1,-1,0,unknown,0
26721,43,management,married,tertiary,no,5670,yes,no,cellular,20,nov,43,4,189,2,failure,0
6354,27,services,single,secondary,no,1043,yes,no,unknown,27,may,376,2,-1,0,unknown,0
45086,38,management,married,tertiary,no,536,yes,no,cellular,22,oct,234,1,92,1,success,1
2029,42,blue-collar,married,secondary,no,333,yes,no,unknown,9,may,190,3,-1,0,unknown,0
18671,49,management,married,tertiary,no,403,no,no,cellular,31,jul,255,2,-1,0,unknown,0
24190,54,admin.,married,secondary,no,4028,yes,no,cellular,17,nov,146,1,-1,0,unknown,0
41013,34,management,single,tertiary,no,2279,no,no,cellular,13,aug,284,1,-1,0,unknown,0
6994,50,technician,divorced,unknown,no,2706,yes,no,unknown,28,may,179,3,-1,0,unknown,0
43375,31,management,single,tertiary,no,522,no,no,telephone,29,mar,113,4,-1,0,unknown,0
35860,56,management,married,tertiary,no,935,yes,no,cellular,8,may,209,2,172,1,failure,0
19000,46,management,married,tertiary,no,1720,no,no,cellular,5,aug,250,2,-1,0,unknown,0
26285,45,entrepreneur,divorced,secondary,no,1187,no,yes,cellular,20,nov,157,1,-1,0,unknown,0
8445,43,entrepreneur,married,secondary,no,3862,yes,no,unknown,3,jun,102,1,-1,0,unknown,0
24923,48,services,married,secondary,no,2877,yes,no,cellular,18,nov,77,1,168,1,failure,0
10289,39,services,married,secondary,no,257,yes,no,unknown,12,jun,171,1,-1,0,unknown,0
32271,28,admin.,married,unknown,no,-1,yes,no,cellular,16,apr,34,1,-1,0,unknown,0
29817,36,blue-collar,married,secondary,no,1055,yes,no,cellular,4,feb,62,1,-1,0,unknown,0
21069,32,management,single,tertiary,no,3616,no,no,cellular,14,aug,165,2,-1,0,unknown,0
198,43,management,married,tertiary,no,400,yes,no,unknown,5,may,256,1,-1,0,unknown,0
28934,37,management,divorced,tertiary,no,88,no,no,cellular,2,feb,608,1,-1,0,unknown,0
12001,55,retired,married,secondary,no,241,yes,no,unknown,20,jun,14,6,-1,0,unknown,0
44934,47,self-employed,married,tertiary,no,1011,no,no,cellular,6,oct,808,1,-1,0,unknown,1
18902,38,management,married,tertiary,no,691,yes,yes,cellular,4,aug,79,1,-1,0,unknown,0
10735,48,blue-collar,single,primary,no,1080,yes,no,unknown,16,jun,112,3,-1,0,unknown,0
2247,44,blue-collar,married,secondary,no,78,yes,no,unknown,12,may,253,2,-1,0,unknown,0
20723,35,management,married,tertiary,no,46,yes,no,cellular,13,aug,96,2,-1,0,unknown,0
19527,45,technician,divorced,secondary,no,1738,no,no,cellular,7,aug,114,2,-1,0,unknown,0
30551,42,technician,married,unknown,no,906,yes,no,cellular,5,feb,434,2,-1,0,unknown,0
250,49,admin.,married,secondary,no,428,yes,no,unknown,5,may,50,1,-1,0,unknown,0
43817,45,technician,married,secondary,no,1831,no,no,cellular,27,may,275,2,-1,0,unknown,1
45149,38,technician,married,tertiary,no,88,no,no,cellular,8,nov,282,2,186,4,success,1
42085,70,retired,married,secondary,no,2384,no,no,cellular,30,oct,196,2,-1,0,unknown,1
41091,54,technician,married,secondary,no,0,no,no,telephone,14,aug,159,2,106,6,success,0
6648,29,housemaid,married,tertiary,no,420,yes,no,unknown,28,may,95,3,-1,0,unknown,0
27474,42,admin.,divorced,secondary,no,-67,no,no,cellular,21,nov,137,2,-1,0,unknown,0
21660,40,technician,divorced,secondary,no,0,no,no,cellular,19,aug,60,2,-1,0,unknown,0
32396,38,self-employed,married,tertiary,no,2084,yes,no,cellular,16,apr,71,2,330,2,failure,0
29380,59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,2,feb,69,2,-1,0,unknown,0
21531,45,management,married,tertiary,no,2805,no,no,cellular,19,aug,91,2,-1,0,unknown,0
19926,49,management,divorced,tertiary,no,10,no,no,cellular,8,aug,169,2,-1,0,unknown,0
45155,44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,nov,248,1,91,1,success,1
7411,32,management,single,tertiary,no,1731,yes,yes,unknown,29,may,323,3,-1,0,unknown,0
3633,27,technician,married,secondary,no,7,yes,no,unknown,15,may,98,2,-1,0,unknown,0
24649,57,management,married,secondary,no,1502,no,no,telephone,17,nov,340,2,109,11,failure,0
15527,32,blue-collar,divorced,secondary,no,473,no,no,cellular,18,jul,320,1,-1,0,unknown,0
34951,29,technician,single,tertiary,no,2203,yes,no,cellular,6,may,1131,2,-1,0,unknown,0
15020,34,services,married,secondary,no,40,yes,no,cellular,17,jul,302,2,-1,0,unknown,0
10835,41,blue-collar,married,secondary,no,475,yes,no,unknown,17,jun,139,3,-1,0,unknown,0
38412,25,blue-collar,single,tertiary,no,1395,yes,no,cellular,15,may,268,1,-1,0,unknown,0
31139,30,technician,single,tertiary,no,985,yes,no,cellular,19,feb,88,2,-1,0,unknown,0
2561,51,management,married,tertiary,no,36,yes,no,unknown,13,may,535,2,-1,0,unknown,0
39844,43,blue-collar,married,secondary,no,1025,yes,no,cellular,2,jun,106,1,-1,0,unknown,0
32418,41,blue-collar,married,primary,no,-692,yes,no,cellular,16,apr,370,3,282,2,failure,0
38460,23,student,single,secondary,no,556,yes,no,cellular,15,may,170,2,-1,0,unknown,0
35550,39,blue-collar,married,secondary,no,62,yes,no,cellular,7,may,877,3,-1,0,unknown,1
29264,60,services,married,secondary,no,292,no,yes,cellular,2,feb,260,5,195,4,failure,0
42387,32,entrepreneur,married,secondary,no,390,no,no,cellular,30,nov,152,1,-1,0,unknown,0
38048,41,blue-collar,married,secondary,no,356,yes,no,cellular,14,may,90,5,-1,0,unknown,0
16112,43,services,divorced,secondary,no,957,no,yes,cellular,22,jul,145,4,-1,0,unknown,0
22451,34,technician,single,secondary,no,559,no,no,cellular,22,aug,259,2,-1,0,unknown,0
45200,38,technician,married,secondary,no,557,yes,no,cellular,16,nov,1556,4,-1,0,unknown,1
35108,36,blue-collar,married,secondary,no,777,yes,no,cellular,6,may,185,3,-1,0,unknown,0
7600,42,services,married,secondary,no,508,yes,no,unknown,30,may,70,1,-1,0,unknown,0
19284,48,management,divorced,tertiary,no,249,no,no,cellular,6,aug,293,6,-1,0,unknown,0
13651,50,management,married,tertiary,no,0,no,no,cellular,9,jul,243,5,-1,0,unknown,0
33438,27,blue-collar,married,secondary,no,4333,no,no,cellular,20,apr,163,1,-1,0,unknown,1
35018,47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323,2,364,1,failure,0
15246,27,blue-collar,married,secondary,no,0,yes,no,cellular,17,jul,444,6,-1,0,unknown,0
26836,53,technician,married,secondary,no,3398,no,yes,telephone,20,nov,88,6,113,13,other,0
42147,33,admin.,married,secondary,no,0,no,no,cellular,4,nov,86,3,-1,0,unknown,0
21028,36,management,married,tertiary,no,867,no,no,cellular,14,aug,159,2,-1,0,unknown,0
37342,34,unemployed,married,secondary,no,0,yes,no,cellular,13,may,172,1,-1,0,unknown,0
44329,57,technician,married,tertiary,no,1181,no,no,cellular,29,jul,169,2,182,2,success,1
25764,38,entrepreneur,married,secondary,no,0,yes,no,cellular,19,nov,202,1,-1,0,unknown,0
29167,29,admin.,single,secondary,no,1027,yes,no,cellular,2,feb,177,1,-1,0,unknown,1
34463,46,admin.,single,tertiary,no,2889,yes,no,cellular,5,may,494,1,-1,0,unknown,1
22719,36,management,married,tertiary,no,46,no,no,cellular,25,aug,84,4,-1,0,unknown,0
24622,53,retired,married,tertiary,no,2269,no,no,cellular,17,nov,1091,2,150,1,success,1
34860,34,admin.,married,secondary,no,4902,yes,no,cellular,6,may,59,1,167,1,failure,0
33225,35,blue-collar,married,secondary,no,0,yes,yes,cellular,20,apr,123,3,-1,0,unknown,0
12681,35,admin.,divorced,secondary,no,534,no,no,cellular,7,jul,148,3,-1,0,unknown,0
25994,48,management,married,tertiary,no,879,no,no,cellular,19,nov,136,3,-1,0,unknown,0
33557,41,blue-collar,married,primary,no,449,yes,no,cellular,20,apr,10,6,-1,0,unknown,0
44941,34,management,single,tertiary,no,549,no,no,cellular,6,oct,1246,2,-1,0,unknown,1
5264,35,blue-collar,single,primary,no,90,yes,no,unknown,23,may,203,1,-1,0,unknown,0
21813,49,services,married,secondary,no,314,no,no,cellular,20,aug,30,2,-1,0,unknown,0
32107,51,services,married,secondary,no,421,yes,no,cellular,15,apr,139,2,-1,0,unknown,0
29501,39,blue-collar,married,primary,no,118,no,no,cellular,3,feb,906,1,-1,0,unknown,1
29779,43,admin.,married,primary,no,392,yes,yes,cellular,4,feb,110,1,208,2,failure,0
32462,32,technician,single,tertiary,no,932,yes,no,cellular,16,apr,944,1,318,1,failure,1
41973,44,management,divorced,tertiary,no,36,no,no,cellular,26,oct,127,2,153,3,failure,0
3356,54,blue-collar,married,primary,no,2933,yes,no,unknown,15,may,144,2,-1,0,unknown,0
18346,25,blue-collar,married,secondary,no,2307,yes,no,cellular,31,jul,104,5,-1,0,unknown,0
20137,60,retired,married,primary,no,115,no,no,cellular,11,aug,82,2,-1,0,unknown,0
29333,41,blue-collar,divorced,primary,no,320,yes,no,cellular,2,feb,844,2,252,1,failure,0
20904,59,technician,married,secondary,no,3562,no,no,cellular,13,aug,121,1,-1,0,unknown,0
26363,55,management,divorced,tertiary,no,29484,no,no,cellular,20,nov,151,2,-1,0,unknown,0
9562,59,retired,divorced,primary,no,40,no,no,unknown,6,jun,108,1,-1,0,unknown,0
18729,57,technician,divorced,tertiary,no,0,yes,no,cellular,31,jul,24,16,-1,0,unknown,0
36330,40,services,married,secondary,no,695,yes,no,cellular,11,may,270,1,348,10,failure,0
8768,26,admin.,single,secondary,no,-12,yes,no,unknown,4,jun,98,1,-1,0,unknown,0
11843,42,admin.,married,secondary,yes,-9,no,no,unknown,20,jun,248,1,-1,0,unknown,0
33162,34,management,single,tertiary,no,556,yes,no,cellular,20,apr,143,2,-1,0,unknown,0
24758,37,technician,married,secondary,no,195,yes,no,cellular,18,nov,68,1,194,2,failure,0
10669,50,management,married,tertiary,no,3191,no,no,unknown,16,jun,535,2,-1,0,unknown,0
18843,31,technician,married,secondary,no,6699,no,no,cellular,4,aug,436,1,-1,0,unknown,0
24971,34,admin.,married,tertiary,no,3520,no,no,cellular,18,nov,95,1,-1,0,unknown,0
30939,29,technician,single,secondary,no,28,no,no,cellular,9,feb,96,2,-1,0,unknown,0
40125,22,admin.,single,tertiary,no,377,no,no,cellular,5,jun,155,1,-1,0,unknown,0
2789,54,blue-collar,married,secondary,no,532,yes,no,unknown,14,may,220,1,-1,0,unknown,0
38936,29,housemaid,married,tertiary,no,96,yes,no,cellular,18,may,226,1,-1,0,unknown,0
8525,47,management,divorced,tertiary,no,-478,yes,no,unknown,3,jun,27,6,-1,0,unknown,0
30579,30,technician,single,secondary,no,1282,no,no,cellular,6,feb,156,2,-1,0,unknown,0
6756,28,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,615,1,-1,0,unknown,0
32976,57,blue-collar,married,secondary,no,621,yes,no,cellular,17,apr,778,3,-1,0,unknown,0
6428,39,technician,married,secondary,no,768,yes,yes,unknown,27,may,171,4,-1,0,unknown,0
19080,41,management,married,tertiary,no,1409,no,no,cellular,5,aug,138,1,-1,0,unknown,0
5426,47,services,married,secondary,no,382,yes,no,unknown,23,may,57,4,-1,0,unknown,0
3548,42,technician,single,secondary,no,1364,yes,no,unknown,15,may,1867,6,-1,0,unknown,1
7976,42,admin.,single,tertiary,no,519,yes,no,unknown,2,jun,150,3,-1,0,unknown,0
21528,57,technician,married,secondary,no,295,no,no,cellular,19,aug,151,11,-1,0,unknown,0
39478,28,management,single,tertiary,no,957,no,no,cellular,25,may,915,2,-1,0,unknown,1
2338,25,blue-collar,single,secondary,no,335,yes,no,unknown,13,may,164,1,-1,0,unknown,0
44994,27,student,single,secondary,no,279,no,no,cellular,12,oct,323,1,-1,0,unknown,1
22111,44,management,divorced,tertiary,no,243,no,no,cellular,21,aug,118,4,-1,0,unknown,0
29445,50,housemaid,single,primary,no,1158,yes,no,cellular,3,feb,116,3,265,3,failure,0
29322,83,retired,married,tertiary,no,6236,no,no,cellular,2,feb,283,2,-1,0,unknown,0
42942,28,management,single,tertiary,no,266,no,no,cellular,8,feb,108,1,-1,0,unknown,0
42244,82,retired,divorced,tertiary,no,0,no,no,telephone,12,nov,226,1,-1,0,unknown,1
7516,26,services,divorced,secondary,no,1600,yes,yes,unknown,30,may,288,3,-1,0,unknown,0
35998,49,retired,married,secondary,no,993,yes,yes,cellular,8,may,199,1,301,2,other,0
8134,34,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326,3,-1,0,unknown,0
44098,70,retired,married,primary,no,2795,no,no,cellular,8,jul,480,1,181,2,success,1
23676,31,management,married,tertiary,no,459,no,no,cellular,28,aug,13,14,-1,0,unknown,0
25033,36,technician,married,secondary,no,24,yes,no,cellular,18,nov,59,1,-1,0,unknown,0
11744,57,technician,married,secondary,no,9689,yes,no,unknown,20,jun,313,1,-1,0,unknown,0
11269,47,unknown,married,unknown,no,1880,no,no,unknown,18,jun,64,2,-1,0,unknown,0
30922,39,blue-collar,married,secondary,no,20,yes,no,cellular,9,feb,686,5,279,1,failure,0
8961,29,self-employed,married,tertiary,yes,0,yes,yes,unknown,5,jun,399,3,-1,0,unknown,0
12702,41,housemaid,married,primary,no,1618,yes,no,cellular,7,jul,134,2,-1,0,unknown,0
6675,29,blue-collar,single,secondary,no,-15,yes,no,unknown,28,may,140,1,-1,0,unknown,0
14158,55,services,married,secondary,no,642,yes,no,cellular,11,jul,232,2,-1,0,unknown,0
5762,36,retired,single,secondary,no,101,yes,yes,unknown,26,may,314,1,-1,0,unknown,0
25267,33,services,married,secondary,no,703,no,no,cellular,18,nov,160,2,-1,0,unknown,0
14575,26,services,married,secondary,yes,27,yes,no,telephone,15,jul,49,3,-1,0,unknown,0
2000,52,management,married,primary,no,226,yes,no,unknown,9,may,86,4,-1,0,unknown,0
5545,31,self-employed,married,primary,no,1074,yes,no,unknown,23,may,1438,2,-1,0,unknown,0
8368,43,blue-collar,married,primary,no,-872,yes,yes,unknown,3,jun,267,1,-1,0,unknown,0
39648,47,housemaid,single,secondary,no,17023,no,no,cellular,26,may,379,2,97,4,other,0
14792,34,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,0
13473,41,services,divorced,tertiary,no,1583,yes,no,cellular,9,jul,662,1,-1,0,unknown,1
3452,34,services,divorced,secondary,no,202,yes,no,unknown,15,may,318,1,-1,0,unknown,0
27247,55,admin.,married,primary,no,319,no,no,cellular,21,nov,124,3,-1,0,unknown,0
2757,30,blue-collar,single,secondary,yes,447,no,no,unknown,14,may,103,6,-1,0,unknown,0
43114,35,management,single,tertiary,no,747,no,no,cellular,23,feb,141,2,176,3,failure,0
24249,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,0
43382,31,management,single,tertiary,no,9629,no,no,cellular,30,mar,371,1,174,4,failure,0
17377,36,entrepreneur,married,secondary,no,229,yes,no,cellular,28,jul,258,2,-1,0,unknown,0
32683,40,technician,single,secondary,no,556,yes,no,cellular,17,apr,234,1,323,1,failure,0
41038,37,management,married,tertiary,no,1276,no,no,cellular,14,aug,156,2,-1,0,unknown,1
6656,45,services,married,secondary,no,-839,yes,no,unknown,28,may,68,1,-1,0,unknown,0
36048,40,self-employed,married,secondary,no,0,yes,no,cellular,11,may,657,1,-1,0,unknown,1
20295,55,blue-collar,married,primary,no,1512,no,no,cellular,11,aug,262,4,-1,0,unknown,0
