,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37950,41,blue-collar,married,secondary,no,281,yes,no,cellular,14,may,123,4,-1,0,unknown,0
18416,51,technician,married,secondary,no,8758,no,no,telephone,31,jul,92,2,-1,0,unknown,0
12406,24,management,single,secondary,no,653,yes,no,unknown,27,jun,247,3,-1,0,unknown,0
9639,60,retired,married,secondary,no,1420,yes,yes,unknown,6,jun,39,4,-1,0,unknown,0
7453,37,blue-collar,married,primary,no,1053,yes,no,unknown,29,may,194,2,-1,0,unknown,0
43556,63,blue-collar,married,primary,no,115,no,no,telephone,27,apr,325,1,180,7,failure,1
102,52,blue-collar,married,primary,no,128,yes,no,unknown,5,may,229,1,-1,0,unknown,0
17282,58,admin.,divorced,secondary,no,447,no,no,cellular,28,jul,405,4,-1,0,unknown,0
13885,49,housemaid,married,primary,no,78,no,no,telephone,10,jul,139,1,-1,0,unknown,0
1722,54,admin.,married,secondary,no,222,yes,no,unknown,9,may,45,2,-1,0,unknown,0
17178,53,services,married,primary,no,-166,no,yes,cellular,28,jul,70,4,-1,0,unknown,0
25399,39,management,married,tertiary,no,3,yes,no,cellular,18,nov,341,1,-1,0,unknown,0
18360,57,entrepreneur,married,unknown,no,20584,no,no,telephone,31,jul,28,2,-1,0,unknown,0
32239,36,management,single,tertiary,no,937,yes,no,cellular,16,apr,35,1,-1,0,unknown,0
41751,25,technician,single,secondary,no,139,no,yes,cellular,12,oct,138,1,-1,0,unknown,1
37834,34,admin.,married,secondary,no,774,yes,yes,cellular,14,may,163,1,175,6,other,0
40953,52,technician,married,tertiary,no,1785,no,no,cellular,13,aug,349,1,-1,0,unknown,0
20009,35,management,married,tertiary,no,2957,yes,yes,cellular,8,aug,733,3,-1,0,unknown,1
36881,36,services,married,secondary,no,257,yes,no,cellular,12,may,86,2,-1,0,unknown,0
31398,23,student,single,secondary,no,4126,no,no,cellular,25,mar,96,2,-1,0,unknown,1
39908,31,student,single,tertiary,no,64,no,no,cellular,2,jun,261,2,-1,0,unknown,1
42690,85,retired,married,primary,no,1255,no,no,cellular,15,jan,233,3,-1,0,unknown,1
9700,41,services,single,secondary,no,260,no,no,unknown,6,jun,75,1,-1,0,unknown,0
26274,33,technician,married,tertiary,no,15169,yes,no,cellular,20,nov,103,1,-1,0,unknown,0
37180,38,admin.,single,secondary,no,18,no,no,cellular,13,may,296,1,366,6,failure,0
31988,34,technician,single,tertiary,no,925,yes,no,cellular,13,apr,709,1,-1,0,unknown,1
35701,55,services,married,secondary,no,244,yes,no,cellular,8,may,171,1,-1,0,unknown,0
10272,38,blue-collar,married,secondary,no,2342,no,no,unknown,12,jun,136,2,-1,0,unknown,0
16004,53,entrepreneur,married,secondary,no,0,yes,no,cellular,22,jul,200,1,-1,0,unknown,0
28402,47,blue-collar,married,primary,no,475,yes,yes,cellular,29,jan,99,2,251,7,other,0
23679,32,technician,married,secondary,no,-300,no,no,cellular,28,aug,226,9,-1,0,unknown,0
13707,32,admin.,married,tertiary,no,1,yes,yes,cellular,10,jul,143,1,-1,0,unknown,0
27636,47,technician,married,secondary,no,2283,yes,no,cellular,21,nov,170,2,-1,0,unknown,0
1443,48,admin.,divorced,secondary,no,267,no,no,unknown,8,may,266,1,-1,0,unknown,0
31410,43,management,married,secondary,no,3301,yes,yes,cellular,26,mar,278,2,-1,0,unknown,0
24307,42,technician,married,secondary,no,69,yes,yes,cellular,17,nov,55,1,-1,0,unknown,0
920,44,admin.,married,secondary,no,58544,yes,no,unknown,7,may,144,2,-1,0,unknown,0
805,35,blue-collar,married,primary,yes,0,yes,no,unknown,7,may,292,1,-1,0,unknown,0
12159,38,services,divorced,unknown,no,6360,no,no,unknown,20,jun,1409,2,-1,0,unknown,1
26610,34,management,married,secondary,no,56,yes,no,cellular,20,nov,311,3,183,1,failure,0
13483,36,admin.,single,secondary,no,47,no,yes,cellular,9,jul,36,6,-1,0,unknown,0
28395,53,blue-collar,single,primary,no,354,yes,no,cellular,29,jan,133,1,226,2,failure,0
23180,51,blue-collar,married,secondary,no,285,yes,yes,cellular,27,aug,27,8,-1,0,unknown,0
32358,38,technician,single,secondary,no,9610,yes,no,cellular,16,apr,249,2,-1,0,unknown,0
25952,32,technician,single,tertiary,yes,0,no,no,cellular,19,nov,122,2,-1,0,unknown,0
28383,30,admin.,single,secondary,no,60,no,no,cellular,29,jan,55,2,-1,0,unknown,0
18629,40,management,single,tertiary,no,0,no,no,cellular,31,jul,162,5,-1,0,unknown,0
21857,42,management,divorced,tertiary,no,0,yes,no,cellular,20,aug,155,4,-1,0,unknown,0
1153,54,technician,divorced,secondary,no,1904,yes,yes,unknown,7,may,280,3,-1,0,unknown,0
21944,37,technician,single,secondary,no,228,yes,no,cellular,20,aug,1740,2,-1,0,unknown,0
25887,47,blue-collar,married,secondary,no,310,no,no,cellular,19,nov,353,2,-1,0,unknown,0
1084,34,blue-collar,married,secondary,no,615,yes,no,unknown,7,may,225,2,-1,0,unknown,0
19889,55,self-employed,married,primary,no,0,no,no,cellular,8,aug,138,2,-1,0,unknown,0
26640,30,self-employed,single,tertiary,no,1259,no,no,cellular,20,nov,435,1,-1,0,unknown,0
42491,36,management,married,tertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success,1
40473,36,admin.,divorced,secondary,no,592,no,no,cellular,6,jul,413,5,-1,0,unknown,0
36045,54,entrepreneur,married,primary,no,943,yes,yes,telephone,11,may,194,1,340,2,failure,0
16219,56,technician,married,secondary,no,205,no,yes,cellular,23,jul,442,2,-1,0,unknown,0
40995,33,admin.,married,secondary,no,920,no,no,cellular,13,aug,111,1,105,1,success,0
4489,34,technician,divorced,secondary,no,2036,yes,yes,unknown,20,may,104,1,-1,0,unknown,0
39329,28,blue-collar,single,primary,no,426,yes,no,cellular,18,may,953,3,-1,0,unknown,0
4476,32,blue-collar,married,secondary,no,328,yes,no,unknown,20,may,132,1,-1,0,unknown,0
31460,26,admin.,single,secondary,no,274,no,no,cellular,1,apr,351,3,-1,0,unknown,1
3072,41,blue-collar,married,primary,no,348,yes,no,unknown,14,may,423,2,-1,0,unknown,0
39719,28,management,married,tertiary,no,1109,yes,no,cellular,27,may,89,4,310,5,failure,0
7527,46,entrepreneur,married,primary,no,1757,yes,no,unknown,30,may,396,3,-1,0,unknown,0
44779,67,retired,married,unknown,no,2540,no,no,telephone,14,sep,279,3,92,9,success,1
40323,32,services,married,secondary,no,689,yes,yes,cellular,16,jun,162,3,-1,0,unknown,1
1880,45,services,married,primary,no,137,yes,no,unknown,9,may,274,2,-1,0,unknown,0
31170,45,management,married,tertiary,no,273,yes,no,cellular,27,feb,94,2,-1,0,unknown,0
12729,34,self-employed,married,tertiary,no,-236,yes,no,cellular,7,jul,118,4,-1,0,unknown,0
23877,54,technician,married,secondary,no,184,no,no,cellular,29,aug,81,8,-1,0,unknown,0
2998,60,management,married,primary,no,703,yes,no,unknown,14,may,378,1,-1,0,unknown,0
10899,37,housemaid,married,secondary,no,942,no,no,unknown,17,jun,79,1,-1,0,unknown,0
8714,41,admin.,single,secondary,no,400,yes,no,unknown,4,jun,99,6,-1,0,unknown,0
31569,73,retired,married,secondary,no,1292,no,no,cellular,3,apr,420,1,-1,0,unknown,0
40851,71,retired,divorced,tertiary,no,261,no,no,cellular,12,aug,1117,2,-1,0,unknown,0
27132,52,services,divorced,secondary,no,2455,no,no,telephone,21,nov,76,1,119,1,failure,0
20110,31,technician,married,tertiary,no,1496,yes,no,cellular,11,aug,303,2,-1,0,unknown,0
13447,33,services,married,secondary,no,0,no,no,cellular,9,jul,128,1,-1,0,unknown,0
4966,32,technician,married,secondary,no,901,yes,no,unknown,21,may,102,3,-1,0,unknown,0
42516,32,admin.,married,secondary,no,35,no,no,cellular,17,dec,324,3,126,3,success,1
38037,35,blue-collar,married,secondary,no,612,yes,no,telephone,14,may,47,4,-1,0,unknown,0
12636,26,blue-collar,single,secondary,no,-333,no,yes,unknown,4,jul,692,1,-1,0,unknown,0
31102,62,management,divorced,tertiary,no,5943,no,no,telephone,17,feb,196,4,-1,0,unknown,1
6945,39,services,married,secondary,no,695,yes,no,unknown,28,may,429,10,-1,0,unknown,0
19686,31,blue-collar,married,primary,no,196,no,no,cellular,7,aug,248,1,-1,0,unknown,0
4465,34,technician,divorced,secondary,no,3997,yes,no,unknown,20,may,320,1,-1,0,unknown,0
40870,59,housemaid,married,primary,no,182,no,no,cellular,12,aug,90,1,104,2,failure,0
39661,56,management,divorced,unknown,no,854,no,no,cellular,27,may,121,1,-1,0,unknown,0
3974,45,self-employed,married,secondary,no,1113,yes,no,unknown,16,may,67,2,-1,0,unknown,0
24707,38,management,married,tertiary,no,1680,yes,no,cellular,17,nov,414,2,-1,0,unknown,0
28816,33,entrepreneur,single,tertiary,no,300,yes,yes,cellular,30,jan,922,5,-1,0,unknown,1
37524,29,blue-collar,single,primary,no,1768,yes,no,cellular,13,may,426,3,344,1,other,0
33711,37,management,married,tertiary,no,585,yes,no,cellular,21,apr,47,2,-1,0,unknown,0
43247,35,management,married,tertiary,no,2161,no,no,cellular,9,mar,139,2,181,3,success,1
20591,36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown,1
1775,56,admin.,married,primary,no,202,yes,no,unknown,9,may,178,2,-1,0,unknown,0
24807,48,entrepreneur,married,secondary,no,104,yes,yes,cellular,18,nov,55,1,-1,0,unknown,0
45063,75,retired,married,tertiary,no,4912,no,no,telephone,20,oct,238,2,183,5,failure,0
21892,38,technician,married,tertiary,no,536,no,no,cellular,20,aug,360,4,-1,0,unknown,0
11375,52,unemployed,divorced,tertiary,no,0,no,no,unknown,19,jun,297,1,-1,0,unknown,0
23170,38,management,single,tertiary,no,1272,no,no,cellular,27,aug,101,6,-1,0,unknown,0
42071,62,management,married,tertiary,no,7458,no,no,cellular,30,oct,212,2,-1,0,unknown,1
3877,32,blue-collar,single,secondary,no,29,no,no,unknown,16,may,132,13,-1,0,unknown,0
5493,41,technician,married,tertiary,no,-210,yes,yes,unknown,23,may,210,1,-1,0,unknown,0
19121,44,management,married,tertiary,no,7485,no,no,cellular,5,aug,187,2,-1,0,unknown,0
10193,36,services,married,secondary,no,2153,no,no,unknown,11,jun,181,2,-1,0,unknown,0
22232,47,blue-collar,married,primary,no,468,no,no,cellular,21,aug,381,7,-1,0,unknown,0
8503,59,management,married,tertiary,no,202,yes,no,unknown,3,jun,128,6,-1,0,unknown,0
57,47,blue-collar,married,unknown,no,306,yes,no,unknown,5,may,13,1,-1,0,unknown,0
44744,39,management,married,tertiary,no,494,no,no,cellular,9,sep,216,1,183,5,success,1
12319,32,admin.,married,secondary,no,159,no,yes,unknown,26,jun,177,1,-1,0,unknown,0
19009,42,technician,married,secondary,no,534,no,no,cellular,5,aug,314,1,-1,0,unknown,0
34342,43,technician,married,secondary,no,4056,no,no,cellular,4,may,13,6,89,2,failure,0
24541,46,management,married,tertiary,no,189,yes,no,cellular,17,nov,111,1,-1,0,unknown,0
38361,37,blue-collar,married,primary,no,508,yes,yes,cellular,15,may,340,1,-1,0,unknown,0
17744,36,blue-collar,married,primary,no,106,yes,no,cellular,29,jul,171,13,-1,0,unknown,0
34586,31,services,single,secondary,no,3677,yes,no,cellular,5,may,325,2,-1,0,unknown,0
13884,46,blue-collar,married,primary,no,-388,yes,yes,cellular,10,jul,207,1,-1,0,unknown,0
39408,39,management,married,tertiary,no,622,no,no,cellular,22,may,181,2,184,1,failure,0
11615,36,self-employed,married,primary,no,2022,no,no,unknown,19,jun,71,2,-1,0,unknown,0
29563,34,housemaid,married,secondary,no,520,yes,no,cellular,3,feb,22,6,-1,0,unknown,0
42904,25,management,married,unknown,no,448,no,no,cellular,5,feb,151,1,297,1,success,1
37697,29,blue-collar,single,unknown,no,913,yes,no,telephone,14,may,188,1,352,2,failure,0
27496,46,technician,married,secondary,no,410,no,yes,cellular,21,nov,162,5,-1,0,unknown,0
9913,36,management,married,tertiary,no,2823,no,no,unknown,9,jun,411,2,-1,0,unknown,0
27921,39,admin.,divorced,secondary,no,536,no,no,cellular,28,jan,29,1,-1,0,unknown,0
13357,33,management,married,tertiary,no,6,yes,no,cellular,8,jul,1111,1,-1,0,unknown,0
44693,39,admin.,married,secondary,no,179,no,no,unknown,6,sep,36,1,-1,0,unknown,0
31867,36,blue-collar,married,primary,no,2730,yes,no,cellular,9,apr,105,1,323,1,failure,0
36789,35,services,divorced,secondary,no,0,yes,yes,cellular,12,may,95,4,357,1,failure,0
19955,30,technician,single,secondary,no,0,no,no,cellular,8,aug,216,2,-1,0,unknown,0
16073,28,management,single,tertiary,no,187,yes,no,cellular,22,jul,263,2,-1,0,unknown,0
35285,21,technician,single,secondary,no,64,yes,no,cellular,7,may,16,1,-1,0,unknown,0
28895,35,admin.,single,secondary,no,1721,no,no,telephone,30,jan,103,3,-1,0,unknown,0
17268,34,management,single,secondary,no,516,yes,no,cellular,28,jul,292,2,-1,0,unknown,0
10270,47,management,married,unknown,no,0,no,no,unknown,12,jun,77,3,-1,0,unknown,0
38268,27,management,married,tertiary,no,1531,yes,no,cellular,15,may,187,1,367,4,failure,0
28972,26,management,single,tertiary,no,212,no,no,cellular,2,feb,62,1,-1,0,unknown,0
16926,53,management,married,tertiary,no,5261,no,yes,cellular,25,jul,1209,3,-1,0,unknown,0
9014,42,admin.,married,secondary,no,4209,yes,no,unknown,5,jun,57,6,-1,0,unknown,0
12610,46,management,single,tertiary,no,655,no,yes,unknown,4,jul,68,1,-1,0,unknown,0
4226,43,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257,2,-1,0,unknown,0
1862,32,technician,married,secondary,no,1118,yes,yes,unknown,9,may,128,2,-1,0,unknown,0
4836,38,management,married,unknown,no,546,yes,no,unknown,21,may,264,2,-1,0,unknown,0
1272,30,management,single,tertiary,no,5956,yes,no,unknown,8,may,255,1,-1,0,unknown,0
3906,36,management,single,tertiary,no,146,yes,no,unknown,16,may,1161,3,-1,0,unknown,0
34595,41,blue-collar,married,secondary,no,992,yes,yes,cellular,5,may,335,1,295,3,failure,0
2562,54,housemaid,married,secondary,no,42,yes,no,unknown,13,may,514,5,-1,0,unknown,0
2838,42,blue-collar,married,secondary,no,902,yes,no,unknown,14,may,71,1,-1,0,unknown,0
735,35,blue-collar,single,secondary,no,376,yes,yes,unknown,6,may,207,3,-1,0,unknown,0
33582,55,admin.,married,secondary,no,499,yes,yes,cellular,20,apr,124,4,150,1,other,0
22953,49,admin.,married,secondary,no,0,no,no,cellular,26,aug,159,4,-1,0,unknown,0
17885,49,management,married,tertiary,no,5969,no,no,cellular,30,jul,258,2,-1,0,unknown,0
23133,34,technician,married,secondary,no,1005,no,no,cellular,26,aug,209,7,-1,0,unknown,0
9713,41,technician,married,secondary,no,1297,no,no,unknown,6,jun,82,1,-1,0,unknown,0
11604,41,entrepreneur,married,tertiary,no,5736,yes,yes,unknown,19,jun,136,2,-1,0,unknown,0
26356,49,management,single,tertiary,no,7443,no,no,telephone,20,nov,35,2,-1,0,unknown,0
9608,47,management,divorced,tertiary,no,313,yes,no,unknown,6,jun,114,7,-1,0,unknown,0
32751,31,technician,married,secondary,no,4,yes,no,cellular,17,apr,234,2,-1,0,unknown,0
30842,30,blue-collar,married,primary,no,243,no,yes,cellular,9,feb,133,2,213,2,failure,0
5013,34,services,single,secondary,no,581,yes,no,unknown,21,may,176,4,-1,0,unknown,0
39690,54,self-employed,single,tertiary,no,384,no,yes,cellular,27,may,200,1,-1,0,unknown,1
20158,27,admin.,married,tertiary,no,174,yes,yes,cellular,11,aug,82,2,-1,0,unknown,0
41548,61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,other,0
11646,43,blue-collar,married,unknown,no,-19,no,yes,unknown,20,jun,241,2,-1,0,unknown,0
8607,43,blue-collar,married,primary,no,0,yes,no,unknown,3,jun,215,3,-1,0,unknown,0
32661,53,services,married,secondary,no,197,yes,no,cellular,17,apr,307,1,-1,0,unknown,0
27146,40,services,single,secondary,no,19343,yes,no,cellular,21,nov,13,4,179,4,failure,0
43409,24,student,single,secondary,no,4126,no,no,cellular,5,apr,907,4,185,7,failure,1
2736,39,entrepreneur,married,secondary,no,580,yes,no,unknown,14,may,323,4,-1,0,unknown,0
31537,28,student,single,secondary,no,1350,yes,no,cellular,2,apr,173,2,-1,0,unknown,0
40344,58,retired,married,primary,no,2074,no,no,cellular,18,jun,259,2,-1,0,unknown,1
10128,51,blue-collar,married,primary,no,7080,no,no,unknown,11,jun,26,1,-1,0,unknown,0
33197,25,blue-collar,single,unknown,no,586,yes,no,cellular,20,apr,712,1,-1,0,unknown,0
13343,27,admin.,single,secondary,no,13,yes,no,telephone,8,jul,103,1,-1,0,unknown,0
29474,34,technician,married,secondary,no,2467,no,no,cellular,3,feb,368,1,-1,0,unknown,0
38973,34,entrepreneur,married,tertiary,no,121,yes,no,telephone,18,may,57,6,-1,0,unknown,0
9380,26,technician,single,secondary,no,639,yes,no,unknown,6,jun,709,5,-1,0,unknown,1
34901,33,unemployed,single,tertiary,no,0,yes,no,cellular,6,may,124,1,-1,0,unknown,0
13860,54,admin.,divorced,secondary,no,791,no,yes,cellular,10,jul,66,1,-1,0,unknown,0
553,47,self-employed,married,unknown,no,935,yes,no,unknown,6,may,225,1,-1,0,unknown,0
33128,56,technician,married,secondary,no,0,yes,no,cellular,20,apr,249,1,-1,0,unknown,0
25284,36,self-employed,single,tertiary,no,3560,no,no,cellular,18,nov,658,3,169,2,failure,0
23458,31,management,married,tertiary,no,357,yes,no,cellular,28,aug,104,5,-1,0,unknown,0
36925,36,services,single,secondary,no,590,yes,no,cellular,12,may,170,3,-1,0,unknown,0
43608,48,management,married,tertiary,no,0,yes,no,cellular,4,may,85,1,61,5,failure,0
24436,45,admin.,divorced,secondary,no,0,yes,no,cellular,17,nov,102,1,-1,0,unknown,0
40392,37,management,married,tertiary,no,1315,no,no,cellular,30,jun,224,1,-1,0,unknown,1
21717,42,technician,single,secondary,no,3,no,no,cellular,19,aug,367,1,-1,0,unknown,0
28126,32,management,single,tertiary,no,4638,no,no,cellular,29,jan,180,1,-1,0,unknown,0
34718,47,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,418,3,-1,0,unknown,0
38489,33,blue-collar,single,primary,no,165,yes,no,cellular,15,may,139,2,-1,0,unknown,0
34065,34,self-employed,married,tertiary,no,442,yes,no,cellular,30,apr,69,1,164,2,other,0
20694,57,blue-collar,married,primary,no,0,no,no,cellular,12,aug,120,3,-1,0,unknown,0
15787,41,services,married,secondary,no,171,no,no,cellular,21,jul,71,9,-1,0,unknown,0
356,44,blue-collar,single,secondary,no,34,yes,no,unknown,5,may,404,4,-1,0,unknown,0
31138,28,admin.,single,secondary,no,119,no,no,cellular,19,feb,260,3,-1,0,unknown,0
33306,39,blue-collar,married,primary,no,8637,yes,no,telephone,20,apr,78,1,313,1,failure,0
36055,40,blue-collar,married,secondary,no,6767,yes,no,cellular,11,may,431,1,172,2,failure,0
40873,20,student,single,primary,no,6991,no,no,cellular,12,aug,178,2,-1,0,unknown,1
42878,54,admin.,divorced,secondary,no,0,yes,yes,cellular,4,feb,330,1,182,3,success,0
40313,30,management,single,tertiary,no,2,no,no,cellular,16,jun,102,1,85,1,failure,0
31383,73,retired,married,tertiary,no,448,no,no,cellular,24,mar,136,1,-1,0,unknown,1
9688,59,blue-collar,married,secondary,no,0,no,no,unknown,6,jun,135,1,-1,0,unknown,0
18651,46,management,married,tertiary,no,4879,no,no,cellular,31,jul,195,3,-1,0,unknown,0
2267,32,management,single,tertiary,no,1345,yes,no,unknown,12,may,289,3,-1,0,unknown,0
38130,30,technician,single,secondary,yes,28,yes,no,cellular,15,may,778,5,301,1,failure,0
18499,42,technician,divorced,secondary,no,1689,yes,no,cellular,31,jul,50,2,-1,0,unknown,0
20161,36,management,single,tertiary,no,0,no,no,cellular,11,aug,108,2,-1,0,unknown,0
3879,51,blue-collar,married,primary,no,1194,yes,no,unknown,16,may,558,3,-1,0,unknown,0
36101,31,technician,single,secondary,no,550,yes,yes,telephone,11,may,243,1,-1,0,unknown,0
1745,22,admin.,single,secondary,no,-1,yes,no,unknown,9,may,136,1,-1,0,unknown,0
38127,38,management,married,secondary,no,10357,no,no,cellular,15,may,103,3,-1,0,unknown,0
6964,33,blue-collar,married,secondary,no,625,yes,no,unknown,28,may,410,1,-1,0,unknown,0
19851,50,entrepreneur,married,secondary,no,2731,no,no,cellular,8,aug,111,2,-1,0,unknown,0
37143,45,entrepreneur,married,primary,no,58,yes,no,telephone,13,may,119,3,371,3,failure,0
36978,47,housemaid,married,secondary,no,0,yes,no,telephone,13,may,20,2,-1,0,unknown,0
43778,27,technician,single,tertiary,no,2781,yes,no,cellular,24,may,168,1,389,1,failure,1
4973,34,management,married,tertiary,no,0,yes,no,unknown,21,may,88,2,-1,0,unknown,0
24478,56,management,divorced,tertiary,no,968,no,no,cellular,17,nov,105,1,-1,0,unknown,0
20645,47,technician,married,secondary,no,568,yes,no,cellular,12,aug,1613,1,-1,0,unknown,1
43317,32,management,single,tertiary,no,1619,no,no,cellular,17,mar,184,1,321,2,success,0
4549,36,technician,divorced,secondary,no,566,yes,no,unknown,20,may,129,2,-1,0,unknown,0
24776,44,technician,married,secondary,no,10888,yes,no,cellular,18,nov,67,1,105,1,failure,0
7977,48,services,married,primary,yes,-583,yes,no,unknown,2,jun,25,7,-1,0,unknown,0
31446,27,management,single,tertiary,no,831,no,no,cellular,30,mar,1081,2,-1,0,unknown,1
8207,49,blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,41,5,-1,0,unknown,0
26894,30,admin.,married,secondary,no,35,yes,yes,cellular,21,nov,91,2,-1,0,unknown,0
18802,44,admin.,single,secondary,no,4492,no,yes,cellular,31,jul,19,13,-1,0,unknown,0
2488,54,retired,married,primary,no,0,yes,no,unknown,13,may,106,1,-1,0,unknown,0
11603,40,management,married,tertiary,no,20,yes,no,unknown,19,jun,106,2,-1,0,unknown,0
22196,31,technician,single,secondary,no,506,no,no,cellular,21,aug,43,4,-1,0,unknown,0
29123,26,management,single,tertiary,no,761,no,no,cellular,2,feb,362,1,-1,0,unknown,0
17489,46,admin.,married,secondary,no,-42,no,yes,telephone,28,jul,181,12,-1,0,unknown,0
28846,54,technician,divorced,secondary,no,-191,no,no,cellular,30,jan,86,1,-1,0,unknown,0
30786,54,management,married,tertiary,no,184,no,no,cellular,6,feb,13,6,-1,0,unknown,0
28651,31,blue-collar,single,primary,no,3466,yes,no,telephone,29,jan,267,3,183,25,other,0
19088,54,management,married,tertiary,no,810,no,no,cellular,5,aug,156,1,-1,0,unknown,0
41198,35,management,single,tertiary,no,1756,no,no,cellular,20,aug,195,1,-1,0,unknown,1
24905,41,self-employed,single,tertiary,no,0,no,no,cellular,18,nov,256,1,-1,0,unknown,0
19817,40,technician,married,secondary,no,581,yes,no,cellular,8,aug,258,2,-1,0,unknown,0
38634,45,blue-collar,single,primary,no,116,yes,no,cellular,15,may,16,5,365,1,failure,0
41226,39,admin.,married,unknown,no,3252,no,no,cellular,21,aug,298,1,-1,0,unknown,0
38126,42,blue-collar,married,secondary,no,680,yes,no,cellular,15,may,306,4,365,2,failure,0
43399,60,blue-collar,married,primary,no,7929,no,no,unknown,1,apr,111,1,-1,0,unknown,1
218,46,housemaid,married,primary,no,965,no,no,unknown,5,may,177,1,-1,0,unknown,0
27179,54,management,married,tertiary,no,203,no,no,cellular,21,nov,70,1,-1,0,unknown,0
14902,43,blue-collar,married,secondary,no,184,no,yes,cellular,16,jul,1019,11,-1,0,unknown,1
27440,35,unemployed,married,primary,no,3285,no,no,cellular,21,nov,1555,2,-1,0,unknown,1
33803,72,retired,married,primary,no,763,no,no,cellular,24,apr,384,2,-1,0,unknown,1
2655,24,admin.,single,secondary,no,507,yes,no,unknown,13,may,210,3,-1,0,unknown,0
44355,27,technician,single,secondary,no,842,no,no,cellular,30,jul,273,1,91,1,other,0
37150,48,services,single,primary,no,-139,no,no,cellular,13,may,75,2,-1,0,unknown,0
20508,33,technician,single,secondary,no,2481,no,no,cellular,12,aug,104,2,-1,0,unknown,0
12862,41,blue-collar,single,secondary,yes,1085,yes,yes,cellular,7,jul,599,1,-1,0,unknown,1
27834,49,management,divorced,secondary,no,613,no,yes,cellular,28,jan,301,1,-1,0,unknown,0
22487,47,management,married,tertiary,no,5049,no,no,cellular,22,aug,47,7,-1,0,unknown,0
4451,33,blue-collar,married,tertiary,no,6138,yes,no,unknown,20,may,369,1,-1,0,unknown,0
42596,40,admin.,divorced,secondary,no,212,no,no,unknown,7,jan,176,1,-1,0,unknown,0
42000,59,housemaid,married,secondary,no,0,no,no,telephone,27,oct,376,1,81,3,failure,0
28066,26,unemployed,single,secondary,no,622,no,no,cellular,28,jan,1451,2,-1,0,unknown,1
43928,35,technician,married,secondary,no,294,yes,no,cellular,15,jun,238,6,98,5,success,0
26067,32,admin.,single,secondary,no,375,yes,no,cellular,19,nov,143,3,-1,0,unknown,0
17763,56,technician,married,secondary,no,332,no,no,telephone,29,jul,207,3,-1,0,unknown,0
5180,38,blue-collar,single,primary,no,-5,yes,no,unknown,21,may,30,12,-1,0,unknown,0
42250,72,retired,married,primary,no,3232,no,no,cellular,12,nov,771,2,-1,0,unknown,0
36085,35,management,divorced,tertiary,no,434,yes,no,cellular,11,may,277,1,271,2,success,0
42616,65,unknown,married,unknown,no,300,no,no,cellular,12,jan,105,1,-1,0,unknown,0
31220,35,admin.,married,unknown,no,1055,no,no,cellular,2,mar,59,2,-1,0,unknown,0
39222,34,blue-collar,married,secondary,no,355,yes,no,cellular,18,may,189,3,348,3,failure,0
28281,37,services,married,secondary,no,1694,yes,yes,cellular,29,jan,404,2,251,6,failure,0
4099,52,technician,married,secondary,no,1781,yes,no,unknown,19,may,144,2,-1,0,unknown,0
39431,40,admin.,married,tertiary,no,1,yes,no,telephone,22,may,249,3,-1,0,unknown,0
7131,41,blue-collar,married,secondary,no,193,yes,no,unknown,29,may,130,1,-1,0,unknown,0
20032,49,housemaid,married,tertiary,no,443,no,no,cellular,8,aug,27,6,-1,0,unknown,0
21318,30,technician,single,secondary,no,796,yes,yes,cellular,18,aug,315,4,-1,0,unknown,0
43045,30,admin.,single,tertiary,no,41,yes,no,cellular,15,feb,68,4,186,2,success,0
7728,35,technician,divorced,secondary,no,5724,yes,no,unknown,30,may,691,10,-1,0,unknown,1
7004,31,admin.,single,tertiary,no,1531,yes,no,unknown,28,may,48,5,-1,0,unknown,0
4767,30,services,single,unknown,no,347,yes,no,unknown,21,may,225,1,-1,0,unknown,0
5945,57,services,divorced,secondary,no,1024,yes,no,unknown,26,may,360,6,-1,0,unknown,0
5587,35,blue-collar,married,primary,no,208,yes,no,unknown,23,may,247,3,-1,0,unknown,0
30211,50,blue-collar,divorced,primary,no,388,no,no,cellular,5,feb,701,1,-1,0,unknown,0
18823,58,admin.,married,secondary,no,6878,no,no,cellular,4,aug,148,1,-1,0,unknown,0
38208,24,admin.,married,secondary,no,-94,yes,no,cellular,15,may,217,1,-1,0,unknown,0
34915,41,admin.,married,primary,no,0,yes,no,cellular,6,may,184,2,323,1,failure,0
5019,30,management,married,tertiary,no,527,yes,yes,unknown,21,may,265,1,-1,0,unknown,0
21367,32,technician,single,secondary,no,82,no,no,cellular,18,aug,66,4,-1,0,unknown,0
25562,32,blue-collar,married,primary,no,3136,yes,no,cellular,19,nov,820,1,-1,0,unknown,1
29556,37,technician,married,secondary,no,1116,yes,no,cellular,3,feb,18,6,201,7,other,0
23134,35,technician,single,secondary,no,915,no,yes,cellular,26,aug,89,3,-1,0,unknown,0
35238,38,blue-collar,single,secondary,no,4860,yes,no,cellular,7,may,130,1,-1,0,unknown,0
